winrates,pickrates
0.5060240963855421,0.008401660087053345
0.5109489051094891,0.0832068023079259
0.49226006191950467,0.03269561696527989
0.527001862197393,0.054357728515031886
0.525,0.020244964065188786
0.49606299212598426,0.012855552181394878
0.49079754601226994,0.0824982285656443
0.49454905847373637,0.10213584370887742
0.41414141414141414,0.030063771636805344
0.5020746887966805,0.024395181698552485
0.41968911917098445,0.019536390322907177
0.504950495049505,0.04089482741168134
0.46875,0.05182710800688329
0.4793814432989691,0.03927523028646624
0.45714285714285713,0.017714343557040185
0.4590909090909091,0.022269460471707664
0.4329896907216495,0.00981880757161656
0.4742647058823529,0.055066302257313494
0.4678362573099415,0.01730944427573641
0.5512048192771084,0.03360664034821338
0.5151013653289201,0.24466039072780646
0.5303370786516854,0.04504504504504504
0.5487179487179488,0.03947767992711813
0.5267857142857143,0.12470897864156291
0.48026315789473684,0.061544690758173905
0.4920071047957371,0.056989573843506426
0.5,0.028747848972568074
0.5018450184501845,0.027431926308330804
0.47368421052631576,0.019232715861929345
0.5140913508260447,0.1041603401153963
0.5191256830601093,0.018524142119647737
0.52,0.005061241016297196
0.5148514851485149,0.010223706852920336
0.35,0.012146978439113271
0.5028571428571429,0.053143030671120556
0.5258620689655172,0.011742079157809495
0.5393939393939394,0.033404190707561496
0.5140562248995983,0.0756149407834801
0.4542343883661249,0.11833181496102844
0.5285313376987839,0.10820933292843406
0.4860813704496788,0.04727199109221581
0.46959459459459457,0.0299625468164794
0.4936061381074169,0.07915780949488814
0.5218855218855218,0.06012754327361069
0.4978723404255319,0.04757566555319364
0.47897196261682246,0.043324223099504
0.48905109489051096,0.013867800384654317
0.4957410562180579,0.05941896953132908
0.4924346629986245,0.07359044437696123
0.47285067873303166,0.044741370584067214
0.5436241610738255,0.07541249114282822
0.453551912568306,0.018524142119647737
0.5082146768893757,0.0924182609575868
0.4987633965375103,0.12278570705536998
0.5024975024975025,0.10132604514626986
0.5206153846153846,0.16449033302965888
0.47297297297297297,0.0449438202247191
0.5488297013720742,0.12541755238384453
0.5451263537906137,0.028039275230286466
0.4829642248722317,0.23767587812531632
0.5148095909732017,0.07176839761109424
0.5294117647058824,0.044741370584067214
0.5304054054054054,0.1198501872659176
0.5,0.014576374126935925
0.5032258064516129,0.031379694301042614
0.4805194805194805,0.015588622330195364
0.5459183673469388,0.05952019435165502
0.5063291139240507,0.00799676080574957
0.5030674846625767,0.03299929142625772
0.4705274043433299,0.09788440125518777
0.49281767955801103,0.09160846239497925
0.4971297359357061,0.2645004555116915
0.45813586097946285,0.0640753112663225
0.5118110236220472,0.012855552181394878
0.45582047685834504,0.07217329689239801
0.5562130177514792,0.017106994635084524
0.48226950354609927,0.04281809899787428
0.4980793854033291,0.0790565846745622
0.5150214592274678,0.023585383135944934
0.5050335570469798,0.060329992914262574
0.5210084033613446,0.06022876809393663
0.5053191489361702,0.01903026622127746
0.49820359281437127,0.08452272497216318
0.4888888888888889,0.036440935317339815
0.508130081300813,0.04980261160036441
0.5120481927710844,0.03360664034821338
0.5870646766169154,0.02034618888551473
0.5182987141444114,0.1023382933495293
0.4772234273318872,0.046664642170260145
0.5491329479768786,0.0175118939163883
0.5203045685279187,0.07976515841684381
0.5027932960893855,0.12683469986840773
0.46071188717259903,0.1507237574653305
0.48333333333333334,0.036440935317339815
0.4748858447488584,0.044336471302763435
0.5095057034220533,0.07986638323716976
0.5053110773899848,0.06670715659479705
0.5312810327706058,0.10193339406822553
0.532258064516129,0.08786314404291933
0.5607142857142857,0.0283429496912643
0.4923234390992835,0.09889664945844721
0.4956896551724138,0.07045247494685697
0.4090909090909091,0.02895029861321996
0.40458015267175573,0.013260451462698653
0.49498327759197325,0.0907986638323717
0.5277777777777778,0.010932280595201944
0.5118534482758621,0.18787326652495193
0.5317460317460317,0.012754327361068934
0.4982456140350877,0.028849073792894017
0.5139442231075697,0.07622228970543578
0.4756944444444444,0.02915274825387185
0.4709271870089052,0.19323818200222695
0.494949494949495,0.020042514424536896
0.49615384615384617,0.07895535985423625
0.4909255898366606,0.1115497519991902
0.5022026431718062,0.04595606842797854
0.47695390781563124,0.050511185342646016
0.5233333333333333,0.09110233829334953
0.48822269807280516,0.04727199109221581
0.5091575091575091,0.05526875189796538
0.48157248157248156,0.04119850187265917
0.5128205128205128,0.019738839963559063
0.49295774647887325,0.04312177345885211
0.5297432686286788,0.16165603806053244
0.46245733788395904,0.11863548942200627
0.5294117647058824,0.05678712420285454
0.5018656716417911,0.05425650369470594
0.5138734739178691,0.18240712622735095
0.5786618444846293,0.05597732564024699
0.45569620253164556,0.00799676080574957
0.4620557156580211,0.10537503795930762
0.4867807153965785,0.06508755946958195
0.47255369928400953,0.0424131997165705
0.48592115848753015,0.1258224516651483
0.49828473413379076,0.23605628100010123
0.5042016806722689,0.024091507237574653
0.5390008764241893,0.11549751999190201
0.46511627906976744,0.02176333637007794
0.4943820224719101,0.17117117117117117
0.5269709543568465,0.14637109019131492
0.5331325301204819,0.10081992104464015
0.5110294117647058,0.055066302257313494
0.4912023460410557,0.06903532746229375
0.4644651830581479,0.1410061747140399
0.43853820598006643,0.03046867091810912
0.4717101080737444,0.15922664237270978
0.4633699633699634,0.11053750379593076
0.49956369982547993,0.23200728818706348
